Supplier Name,Country Code,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
JERIKANN,BE-TOYO-305664,Sberbank,50,Interavtomatika,43,Russia Bank,42,Genbank,40,IS Bank,40
TOYOTA MATERIAL HANDLING BELGIUM,BE-TOYO-300208,Russian National Commercial Bank,44,Industrial Savings Bank,44,Bank Otkritie Financial,44,Smert Battalion,43,Stroygazmontazh Most SGM MOST,43
SHELL LUXEMBOURGEOISE,BE-TOYO-304929,So called Luhansk Guard,36,So called Lugansk Guard,36,So called Lugansk People s Republic,36,State enterprise Universal Avia,35,Movement Novorossiya of Ignor Strelkov,34
VRT VLAAMSE RADIO EN TELEVISIE,BE-TOYO-302226,ORIENTAL REVIEW,40,25 January Committee,36,Tactical Missiles,34,Almaz Antey Defense,33.333333333333336,Movement Novorossiya of Igor Strelkov,33
TEAM POWER,BE-TOYO-305680,O VO TPE,44,VO Technopromexport,41,O VO Technopromexport,39,Rostec,38,VEB RF,38
MAKE A WISH,BE-TOYO-304932,CB IS Bank,48,IS Bank,44,Almaz Antey Defense,40,Sparkling Wine Plant Novy Svet,39,Z Interavtomatika IA,39
APRICO CONSULTANTS NVSA,BE-TOYO-304970,State enterprise Universal Avia,44,Federal State of Novorossiya,43,Luhansk Economic Union,40,State Enterprise Sparkling Wine Plant Novy Svet,40,ROSNEFT AERO,40
UNITAX BRABANT,BE-TOYO-305686,Russia Bank,56,United Aircraft,55,Bank of Russia,50,IS Bank,48,Sparta Battalion,47
DHL INTERNATIONAL,BE-TOYO-300211,Z Interautomatica,59,Interavtomatika,56,Integral,56,Z Interavtomatika IA,54,Cossack National Guard,51
BELCAR NV AUTOMOTIVE NEWS,BE-TOYO-302256,Z Interautomatica,48,NEW EASTERN OUTLK,43,Almaz Antey Defense,41,Z Interavtomatika IA,40,Interavtomatika,40
PLASTILIGHT NVSA,BE-TOYO-304994,Sparkling Wine Plant Novy Svet,48,Oplot Battalion,45,Donbas People s Militia,41,Federal State of Novorossiya,41,Donbass People s Militia,40
MEDIAMARKT,BE-TOYO-305707,Interavtomatika,40,United Aircraft,40,Almaz Antey,38,Russia Bank,38,Z Interautomatica,37
PROVINCIE VLAAMS BRABANT,BE-TOYO-305010,Concern Almaz Antey,51,Promsvyazbank,49,VTB Bank Public,46,Bank Rossiya,44,Prizrak Brigade,41
PROXIMUS,BE-TOYO-302274,Promsvyazbank,48,Rostec,43,Lenpromtransproyekt,37,USC,36,RDIF,33
CORONA PRINT,BE-TOYO-300225,Concern Almaz Antey,52,Russian National Commercial Bank,45,Prizrak Brigade,44,Free Donbas,43,Free Donbass,42
ARTS,BE-TOYO-305037,Russia Bank,40,Rostec,40,Bank Rossiya,38,ROSNEFT AERO,38,Bulwark,36
GESA,BE-TOYO-305708,Genbank,55,GEOPOLITICA,40,IS Bank,36,Sberbank,33,Integral,33
HAYS,BE-TOYO-305052,IS Bank,36,Narodny Soyuz,35,Resort Nizhnyaya Oreanda,29,CB IS Bank,29,UAC,29
IDSP,BE-TOYO-305728,IS Bank,36,United Shipbuilding,35,Prizrak Brigade,32,Sparta Battalion,30,TPE,29
TORENHOF,BE-TOYO-302320,Mostotrest,44,Mostotrest P,40,Otkritie,38,TPE,36,People s Union,36
B K PROJECTS,BE-TOYO-305059,Dobrolet,50,Bank Rossiya,50,Rostec,44,VTB Bank Public,44,Russia Bank,43
ECOM SERVICES,BE-TOYO-305734,Mostotrest,43,ORIENTAL REVIEW,43,Luhansk Economic Union,40,Mostotrest P,40,VO Technopromexport,38
COLRUYT,BE-TOYO-300226,Dobrolyot,50,Dobrolet,40,Otkritie,40,United Aircraft,36,Mostotrest,35
RESOLUMENT NET,BE-TOYO-305069,Donetsk Republic,47,Dobrolet,45,Peace To Luhansk Region,43,First Crimean Insurance,43,Mostotrest,42
EUROPCAR,BE-TOYO-302362,GEOPOLITICA,53,Rostec,43,Bulwark,40,Z Interautomatica,40,ROSNEFT AERO,40
RECUPEL ASBL,BE-TOYO-305084,Free Donbas,52,Free Donbass,50,ORIENTAL REVIEW,44,Fedosia Oil Products Supply,41,Donbas People s Militia,40
COMPASS GROUP BELGILUX NVSA,BE-TOYO-305740,Donbass People s Militia,43,Cossack National Guard,41,Stroygazmontazh Corporation SGM Group,41,Federal State of Novorossiya,40,Peace To Luhansk Region,40
RIVANCO,BE-TOYO-300248,UralVagonZavod,48,Russia Bank,44,IS Bank,43,Promsvyazbank,40,UAC,40
NICHE EVENTS,BE-TOYO-305098,NEW EASTERN OUTLK,48,People s Union,46,Almaz Antey Defense,45,ORIENTAL REVIEW,44,Donetsk Republic,43
DPD BELGIUM,BE-TOYO-305759,Death Battalion,38,Oplot Battalion,38,Donetsk Republic,37,Sparta Battalion,37,United Shipbuilding,33
B S EXHIBITIONS,BE-TOYO-302403,CB IS Bank,48,Smert Battalion,47,Donbas People s Militia,47,United Shipbuilding,47,Donbass People s Militia,46
ZETA GLOBAL,BE-TOYO-305113,Dobrolet,53,Zarya Battalion,46,Free Donbas,45,Sparta Battalion,44,Free Donbass,43
ATTENTIA BRABANT,BE-TOYO-305125,Sberbank of Russia,47,Zarya Battalion,45,Almaz Antey,44,Russia Bank,44,Genbank,43
BANQUE NATIONALE BELGIQUE,BE-TOYO-300252,Cossack National Guard,55,Russian National Commercial Bank,49,Bank Otkritie Financial,42,Industrialny Sberegatelny Bank,40,VAD Aktsionernoe Obshchestvo VAD,39
AL VERHUUR,BE-AP-305760,Death Battalion,40,Smert Battalion,40,ORIENTAL REVIEW,40,Almaz Antey,38,Russia Bank,38
GEAR CONSULT,BE-TOYO-302407,NEW EASTERN OUTLK,48,Free Donbas,43,Free Donbass,42,Bulwark,42,Genbank,42
TME,BE-TOYO-305131,TPE,67,VO TPE,44,Rostec,44,O VO TPE,36,Otkritie,36
ROTRA FORWARDING,BE-TOYO-305777,Prizrak Brigade,45,Resort Nizhnyaya Oreanda,45,Bank Rossiya,43,Stroygazmontazh Corporation SGM Group,42,Integral,42
SOLUTION 2 0,BE-TOYO-305133,Somali Battalion,50,People s Union,46,Oplot Battalion,44,Vostok Battalion,43,Smert Battalion,37
FRAMA BELGIUM,BE-TOYO-300272,Zarya Battalion,43,Almaz Antey,42,Somali Battalion,41,Sparta Battalion,41,Kalmius Battalion,40
EUROTAX BELGIUM,BE-TOYO-302443,Sparta Battalion,45,Smert Battalion,40,Oplot Battalion,40,Z Interavtomatika IA,40,ORIENTAL REVIEW,40
LE PALAIS DE L INTERIM,BE-TOYO-305781,Industrial Savings Bank,49,Integral,47,Concern Almaz Antey,44,Internet Research Agency,43,Almaz Antey,42
RMDB DATABASE SERVICES,BE-TOYO-305160,ORIENTAL REVIEW,43,Army of the Southeast,42,Donetsk Republic,42,Army of the South East,41,Free Donbass,41
JM SECURITY,BE-TOYO-305795,Smert Battalion,38,Mostotrest,38,Unit 08806,38,Almaz Antey,36,NEW EASTERN OUTLK,36
Y D,BE-TOYO-302461,Narodny Soyuz,38,Dobrolyot,33,Svobodny Donbass,32,Free Donbas,29,Almaz Antey,29
KAISER KRAFT,BE-TOYO-300278,ROSNEFT AERO,58,United Aircraft,52,Kalmius Battalion,48,Smert Battalion,44,IS Bank,42
ALDHEM HOTEL,BE-TOYO-305168,Almaz Antey,52,ROSNEFT AERO,42,Chernomorneftegaz,41,Almaz Antey Defense,39,Concern Almaz Antey,39
ORAKEL,BE-TOYO-305814,Dobrolet,43,Otkritie,43,Sberbank,43,Integral,43,Dobrolyot,40
PRODUPRESS,BE-TOYO-305192,Lenpromtransproyekt,41,Mostotrest,40,Russia Bank,38,Rostec,38,Free Donbass,36
WIELERSCLUB SINT ANNA,BE-TOYO-305819,CB IS Bank,45,Mir Luganschine,44,Russia Bank,44,Internet Research Agency,44,Sparkling Wine Plant Novy Svet,43
HERTZ BELGIUM,BE-TOYO-302549,Smert Battalion,50,Sparta Battalion,41,The Great Don Army,39,Death Battalion,36,Oplot Battalion,36
KLUWER OPLEIDINGEN,BE-TOYO-300290,People s Union,44,GEOPOLITICA,41,Aktsionernoe Obshchestvo Genbank,36,Donbas People s Militia,34,Kalmius Battalion,34
SPIDER CONCEPTS,BE-TOYO-305835,Smert Battalion,40,Mir Luganschine,40,Donetskaya Narodnaya Respublika,39,Svobodny Donbass,39,Sparta Battalion,39
COMPUTER PROFILE,BE-TOYO-305223,Feodosia Enterprise of oil,48,ROSNEFT AERO,43,Dobrolet,42,O VO TPE,42,Donbas People s Militia,41
BLACKBOX PRODUCTION,BE-TOYO-302697,Black Sea Bank of Development and Reconstruction,51,Black Sea Bank for Development and Reconstruction,50,Black Sea Bank Development and Reconstruction,50,Cossack National Guard,49,Bank of Russia,48
CAROSSERIE VERCRUYSSE,BE-TOYO-305227,Bank Rossiya,42,So called Donetsk People s Republic,39,United Aircraft,39,ORIENTAL REVIEW,39,State enterprise Universal Avia,38
PPP APS GROUP,BE-TOYO-305847,People s Union,44,NEW EASTERN OUTLK,40,Peace To Luhansk Region,39,Stroygazmontazh Corporation SGM Group,36,Fedosia Oil Products Supply,35
KEYBOARD SERVICES,BE-TOYO-300308,ORIENTAL REVIEW,44,First Crimean Insurance,40,Zaliv Shipyard,39,Smert Battalion,38,Donetskaya Narodnaya Respublika,38
JOHN MARTIN DIV FINEST GLOBAL SERV,BE-TOYO-305850,Sparkling Wine Plant Novy Svet,44,Z Interavtomatika IA,44,Industrial Savings Bank,42,Bank Otkritie Financial,42,State Enterprise Sparkling Wine Plant Novy Svet,40
D SIDE EVENT NVSA,BE-TOYO-302726,Movement Novorossiya of Igor Strelkov,48,Movement Novorossiya of Ignor Strelkov,47,Russian Direct Investment Fund,47,VAD Aktsionernoe Obshchestvo VAD,45,Federal State of Novorossiya,44
AXL TRAX,BE-TOYO-305231,Zarya Battalion,43,Almaz Antey,42,Somali Battalion,42,Sparta Battalion,42,Russia Bank,42
MONITEUR BELGE,BE-TOYO-300317,Mir Luganschine,48,United Shipbuilding,48,Integral,45,People s Union,43,Almaz Antey Defense,42
PORTLAND RESOURCING,BE-TOYO-305233,Resort Nizhnyaya Oreanda,51,Peace To Luhansk Region,48,Mir Luganschine,47,ORIENTAL REVIEW,47,Luhansk Economic Union,44
PROLIGHT WERBUNG,BE-TOYO-305871,ROSNEFT AERO,43,Prizrak Battalion Ghost Battalion,41,Sberbank of Russia,41,People s Union,40,Sberbank Public Sberbank,40
INFORMEX,BE-TOYO-302733,VO Technopromexport,44,Free Donbas,42,O VO Technopromexport,41,Free Donbass,40,Dobrolet,38
TRLE A C TRADING,BE-TOYO-305245,Zarya Battalion,45,United Aircraft,45,Sparta Battalion,44,Otkritie,42,The Great Don Army,41
2 GO 4,BE-AP-305873,O VO TPE,43,The Great Don Army,33,VO TPE,33,People s Union,30,Bank of Russia,30
GALB,BE-TOYO-305246,Integral,50,Genbank,36,VTB Bank,33,VTB Bank Public,32,Somali Battalion,30
RANDSTAD BELGIUM,BE-TOYO-300329,ORIENTAL REVIEW,45,Almaz Antey,44,Sparta Battalion,44,Sberbank,42,Almaz Antey Defense,40
MSX INTERNATIONAL,BE-TOYO-305875,Z Interautomatica,59,Interavtomatika,56,Integral,56,Z Interavtomatika IA,54,Kalmius Battalion,53
MASTER SWITCH,BE-TOYO-302799,NEW EASTERN OUTLK,53,Mostotrest,52,ROSNEFT AERO,48,Army of the South East,46,Mir Luganschine,43
SOFTWARE ONE,BE-TOYO-305250,Mostotrest,55,Free Donbas,52,Free Donbass,50,Mostotrest P,50,ROSNEFT AERO,50
NINEDOTS,BE-TOYO-305885,Resort Nizhnyaya Oreanda,44,Interavtomatika,43,United Aircraft,43,Free Donbas,42,Free Donbass,40
GOLAZO SPORTS,BE-TOYO-305272,Almaz Antey,42,Mostotrest Mostotrest,41,Sparta Battalion,41,Stroygazmontazh Corporation SGM Group,40,ROSNEFT AERO,40
MARCOM WORLD,BE-TOYO-305895,ROSNEFT AERO,42,Narodny Soyuz,40,Oplot Battalion,37,United Aircraft,37,Luhansk Economic Union,35
TNT EXPRESS BELGIUM,BE-TOYO-300451,Donetsk Republic,40,Sparta Battalion,40,State enterprise Universal Avia,40,Mostotrest P,39,Bank Rossiya,39
MEDIA SERVICE SPRL BVBA,BE-TOYO-302828,Donbas People s Militia,48,Industrial Savings Bank,48,Donbass People s Militia,47,Industrialny Sberegatelny Bank,45,State enterprise Universal Avia,44
CARNAVAL HALLE,BE-AP-305284,Concern Almaz Antey,48,Cossack National Guard,44,The Great Don Army,44,ORIENTAL REVIEW,41,Almaz Antey,40
BRAND AUTOMOTIVE,BE-TOYO-305902,Z Interautomatica,48,Interavtomatika,45,Chernomorneftegaz,42,Promsvyazbank,41,Bank Otkritie Financial,41
BEST OF PUBLISHING NVSA,BE-TOYO-305301,International Union of Public Associations Great Don Army,45,NEW EASTERN OUTLK,45,Sberbank of Russia,44,Federal State of Novorossiya,43,Bank of Russia,43
VANDERWAEREN CONSULTANCY,BE-TOYO-305907,Internet Research Agency,46,Industrialny Sberegatelny Bank,41,Luhansk Economic Union,39,NEW EASTERN OUTLK,39,Donbass People s Militia,38
BUSINESS PRESENTATION PRODUCTS NVSA,BE-TOYO-302888,Russian National Commercial Bank,48,Fedosia Oil Products Supply,48,State Concern National Association of producers Massandra,46,Oplot Battalion,44,Sparta Battalion,43
ECONOCOM SERVICES,BE-TOYO-300513,Luhansk Economic Union,46,VO Technopromexport,44,ORIENTAL REVIEW,44,O VO Technopromexport,42,ZELENODOLSK SHYARD,40
ATTENTIA ASBL,BE-TOYO-305305,Almaz Antey,50,Sparta Battalion,48,Tactical Missiles,47,Almaz Antey Defense,44,Concern Almaz Antey,44
AUTOMOTIVE SYSTEMS,BE-TOYO-305913,Z Interautomatica,46,Mostotrest,43,Mostotrest Mostotrest,41,Mostotrest P,40,Aktsionernoe Obshchestvo Genbank,40
ALLO FRUITS,BE-TOYO-300602,Bank of Russia,48,Smert Battalion,46,Russia Bank,45,Sparta Battalion,44,IS Bank,44
PREZZLY,BE-TOYO-305919,TPE,40,Dobrolyot,38,Zaliv Shipyard,38,VO TPE,31,Rostec,31
LOUWMAN PARQUI,BE-TOYO-305306,Peace To Luhansk Region,49,Sparta Battalion,47,Lenpromtransproyekt,42,Mir Luganschine,41,Zarya Battalion,41
WO WART,BE-TOYO-305944,VO TPE,46,Bulwark,43,558 ARP,43,ROSNEFT AERO,42,Dobrolet,40
EUROFLEET CONSULT,BE-TOYO-305311,Donbas People s Militia,50,Free Donbas,50,Donbass People s Militia,49,Dobrolet,48,Free Donbass,48
SECURITAS,BE-TOYO-300612,Sberbank,47,Smert Battalion,42,Rostec,40,GEOPOLITICA,40,Cossack National Guard,39
IMPAPRINT,BE-TOYO-305952,Zaliv Shipyard,43,Prizrak Brigade,42,Almaz Antey,40,Sparta Battalion,40,First Crimean Insurance,38
GOURMANDES,BE-TOYO-305958,Almaz Antey Defense,41,Concern Almaz Antey,41,Resort Nizhnyaya Oreanda,41,Mostotrest,40,SOVCOMBANK,40
MAPECO VILVRDE,BE-TOYO-305960,ROSNEFT AERO,46,Battalion Gvardeysky,41,VO TPE,40,Cossack National Guard,39,Donbas People s Militia,38
MDS PROCONSULT,BE-TOYO-305961,Fedosia Oil Products Supply,49,Dobrolet,45,Dobrolyot,43,Donbas People s Militia,43,Donbass People s Militia,42
DARWIN BBDO NV OMOTENASHI,BE-TOYO-305963,Army of the Southeast,43,Sparkling Wine Plant Novy Svet,40,Federativnoye Gosudarstvo Novorossiya,39,Free Donbas,39,Svobodny Donbass,39
WINDSOR INVESTMENT,BE-TOYO-305967,Russian Direct Investment Fund,62,Industrial Savings Bank,49,Mostotrest Mostotrest,46,NEW EASTERN OUTLK,46,Movement Novorossiya of Ignor Strelkov,43
CARRON PROMOTIONS,BE-TOYO-305988,VO Technopromexport,50,ROSNEFT AERO,48,O VO Technopromexport,47,First Crimean Insurance,45,Oplot Battalion,44
BEAURAIN STEPHANE,BE-TOYO-305996,Sparta Battalion,55,Smert Battalion,50,Sberbank Public Sberbank,49,Somali Battalion,48,Vostok Battalion,48
WEMMEL SERVICES,BE-TOYO-306001,ORIENTAL REVIEW,47,Internet Research Agency,41,Mostotrest,40,Tactical Missiles,38,NEW EASTERN OUTLK,38
VZW CARGOVIL,BE-TOYO-306002,NEW EASTERN OUTLK,41,Narodny Soyuz,40,Z Interavtomatika IA,38,UralVagonZavod,38,ORIENTAL REVIEW,37
ROBERT WALTERS PEOPLE SOLUTIONS,BE-TOYO-306003,Donbas People s Militia,59,Donbass People s Militia,58,People s Union,53,So called Donetsk People s Republic,52,So called Lugansk People s Republic,52
COMBELL,BE-TOYO-306005,Sobol,50,SOVCOMBANK,47,Dobrolet,40,Dobrolyot,38,Somali Battalion,35
KATHOLIEKE HOGESCHL VIVES,BE-TOYO-306012,Mir Luganschine,40,ORIENTAL REVIEW,40,VAD Aktsionernoe Obshchestvo VAD,39,State enterprise Universal Avia,39,Azovsky likerovodochny zavod,38
OXFAM WERELDWINKEL BRUSSEL,BE-TOYO-306019,Free Donbass,42,Fedosia Oil Products Supply,42,Sberbank of Russia,41,Bank of Russia,40,Luganskaya Narodnaya Respublika LNR,39
TOUCH AGENCY BELGIUM SPRL BVBA,BE-TOYO-306022,Internet Research Agency,48,Luganskiy Ekonomicheskiy Soyuz,40,Sparkling Wine Plant Novy Svet,40,Army of the South East,38,Peace To Luhansk Region,38
BUREAU VERITAS,BE-TOYO-306029,IS Bank,48,VTB Bank,45,CB IS Bank,42,Smert Battalion,41,Russian Direct Investment Fund,41
LANDE PRODUCTIE SCHIJNDEL,BE-TOYO-306032,Research and Production Corporation UralVagonZavod,48,Fedosia Oil Products Supply,46,Industrial Savings Bank,46,Bank Otkritie Financial,46,Mir Luganschine,45
FIND,BE-AP-306053,IS Bank,36,Integral,33,Death Battalion,32,United Aircraft,32,CB IS Bank,29
FORUM JOBS,BE-TOYO-306056,Free Donbas,45.45454545454546,Free Donbass,41.666666666666664,Russia Bank,38,VEB RF,38,Sberbank of Russia,36
GEMEENTE ZAVENTEM,BE-AP-306065,Almaz Antey Defense,44,Interavtomatika,44,Genbank,42,Concern Almaz Antey,39,Federal United Enterprise Crimea Railway,39
BIZZM,BE-AP-306067,IS Bank,33,Smert Battalion,30,Prizrak Brigade,30,Zarya Battalion,30,Somali Battalion,29
MICHIELSENS,BE-AP-306076,Mir Luganschine,46,ZELENODOLSK SHYARD,41,Luganskiy Ekonomicheskiy Soyuz,39,Army of the Southeast,38,Army of the South East,36
KB KREKELS,BE-TOYO-306078,Free Donbas,48,Free Donbass,45,CB IS Bank,40,Donetsk Republic,38,Russia Bank,38
HERVA,BE-TOYO-306079,Sberbank,46,Integral,46,Interavtomatika,40,VO TPE,36,Chernomorneftegaz,36
FINANCIAL MEDIA AUDIT,BE-TOYO-306082,Bank Otkritie Financial,59,Cossack National Guard,42,First Crimean Insurance,41,Industrial Savings Bank,41,Death Battalion,39
SECUTEX,BE-TOYO-306092,Rostec,46,ROSNEFT AERO,42,USC,40,United Aircraft,36,Mostotrest,35
BUROGEST OFFICE PARK,BE-TOYO-306117,Prizrak Brigade,46,The Great Don Army,42,Mir Luganschine,40,GEOPOLITICA,39,Army of the South East,38
THE PROFILE GROUP,BE-TOYO-306125,ROSNEFT AERO,48,GEOPOLITICA,43,Army of the Southeast,42,Chernomorneftegaz,41,The Great Don Army,40
ALICE HOMEMADE,BE-TOYO-306128,Zaliv Shipyard,50,Somali Battalion,47,Death Battalion,41,Smert Battalion,41,Battalion Gvardeysky,41
MEDIWE,BE-TOYO-306131,RDIF,40,Almaz Antey Defense,32,Smert Battalion,29,United Aircraft,29,ORIENTAL REVIEW,29
LA VIEILLE TOUR,BE-TOYO-306136,Almaz Antey Defense,41,Luganskiy Ekonomicheskiy Soyuz,40,ORIENTAL REVIEW,40,Free Donbas,38,Almaz Antey,38
NEXTEL,BE-TOYO-306143,Integral,57,Donetsk Republic,45,ROSNEFT AERO,44,NEW EASTERN OUTLK,43,Free Donbas,35
CROIX ROUGE DE BELGIQUE,BE-TOYO-306144,ROSNEFT AERO,40,Death Battalion,37,Prizrak Brigade,37,Donetsk Republic,36,Donbas People s Militia,35
GENERATIONS RECRUITMENT,BE-TOYO-306154,Smert Battalion,47,Russian National Commercial Bank,47,The Great Don Army,44,Foreign Economic Association Technopromexport,44,Lenpromtransproyekt,43
ORDINA BELGIUM,BE-TOYO-306161,ORIENTAL REVIEW,55,Bank of Russia,43,Death Battalion,41,Prizrak Brigade,41,Zarya Battalion,41
COMPUTACENTER NVSA,BE-TOYO-306170,State enterprise Universal Avia,49,Gas Industry Insurance Company SOGAZ,44,Almaz Antey Defense,43,State Enterprise Sevastopol Commercial Seaport,41,Cossack National Guard,40
AD MEDIUM,BE-TOYO-306177,Kalmius Battalion,38,IS Bank,38,ZELENODOLSK SHYARD,37,Narodny Soyuz,36,Zaliv Shipyard,35
ZEAL,BE-TOYO-306179,Integral,50,Genbank,36,Zaliv Shipyard,33,Sberbank,33,Death Battalion,32
TVIDEO,BE-TOYO-306180,VO TPE,50,TPE,44,O VO TPE,43,Otkritie,43,Death Battalion,38
CLASSIC DRIVE,BE-TOYO-306183,Free Donbass,48,Free Donbas,42,Russian Direct Investment Fund,42,Tactical Missiles,40,Death Battalion,36
NORDFORSE,BE-TOYO-306499,Dobrolet,47,RDIF,46,Rostec,40,VEB RF,40,Chernomorneftegaz,38
LINQED TO YOU,BE-TOYO-306187,NEW EASTERN OUTLK,47,Narodny Soyuz,46,Vostok Battalion,41,Z Interautomatica,40,Luganskiy Ekonomicheskiy Soyuz,37
ANYTHING ELS,BE-TOYO-306188,Mir Luganschine,44,Internet Research Agency,44,Army of the Southeast,42,IS Bank,42,Army of the South East,41
VLAAMSE OVERHEID DMOW,BE-TOYO-306500,VAD Aktsionernoe Obshchestvo VAD,38,Black Sea Bank of Development and Reconstruction,35,O VO TPE,34,Black Sea Bank for Development and Reconstruction,34,Army of the Southeast,33
STIJN VERGEYLEN,BE-TOYO-306189,Industrialny Sberegatelny Bank,49,Battalion Gvardeysky,46,Smert Battalion,40,Zarya Battalion,40,Russian National Commercial Bank,38
MONALYSE,BE-TOYO-306502,Free Donbas,53,Free Donbass,50,Mostotrest,44,Rostec,43,ORIENTAL REVIEW,43
ROGERS FIJNKOST,BE-TOYO-306192,Mostotrest,48,Bank Rossiya,44,People s Union,41,Bank of Russia,41,ORIENTAL REVIEW,40
AQUA VITAL NVSA,BE-TOYO-306513,Cossack National Guard,49,Zarya Battalion,47,Sparta Battalion,45,Kalmius Battalion,44,VTB Bank,43
ANKER18,BE-TOYO-306514,Russia Bank,44,Genbank,43,IS Bank,43,Bank Rossiya,42,VTB Bank,40
CARYA GROUP,BE-TOYO-306194,Narodny Soyuz,50,Zarya Battalion,46,Army of the South East,42,The Great Don Army,41,Army of the Southeast,38
ADETEX BRUSSELS,BE-AP-306216,Russia Bank,46,Tactical Missiles,44,Bank of Russia,41,Death Battalion,40,Russian Direct Investment Fund,40
TRAITEUR GERRIT,BE-TOYO-306515,United Aircraft,47,ORIENTAL REVIEW,47,558 Aircraft Repair Plant,45,State enterprise Universal Avia,43,Otkritie,43
REEV,BE-TOYO-306228,Free Donbas,40,VO TPE,40,Rostec,40,VEB RF,40,Free Donbass,38
PIERRE MARCOLINI,BE-TOYO-306517,Smert Battalion,45,Mir Luganschine,45,Internet Research Agency,45,The Great Don Army,41,Donbas People s Militia,41
JAN DE PAEPE,BE-TOYO-306236,Almaz Antey Defense,45,O VO TPE,40,25 January Committee,38,Sparkling Wine Plant Novy Svet,38,Bank of Russia,38
EXPODEMA INVEST,BE-TOYO-306524,Death Battalion,40,Russian Direct Investment Fund,40,Somali Battalion,39,Almaz Antey,38,Luhansk Economic Union,38
LE BOIS D ARPES,BE-TOYO-306238,Army of the South East,49,O VO TPE,43,The Great Don Army,42,Mostotrest,40,Sobol,40
VANESSA GOHY,BE-TOYO-306528,Russia Bank,43,Bank Rossiya,42,Narodny Soyuz,40,Internet Research Agency,39,Luganskiy Ekonomicheskiy Soyuz,38
INTRADEL,BE-TOYO-306241,Integral,75,Prizrak Brigade,43,Interavtomatika,43,ORIENTAL REVIEW,43,Z Interautomatica,40
LEXCOM,BE-TOYO-306533,SOVCOMBANK,38,Luhansk Economic Union,36,VO TPE,33,Rostec,33,Concern Almaz Antey,32
TICKETMASTER,BE-TOYO-306247,NEW EASTERN OUTLK,41,Integral,40,Concern Almaz Antey,39,Smert Battalion,37,Army of the Southeast,36
YIELDOW,BE-TOYO-306535,Integral,40,ZELENODOLSK SHYARD,40,ORIENTAL REVIEW,36,Free Donbas,33,Free Donbass,32
LOCHTFEST,BE-TOYO-306252,Mostotrest,53,Mostotrest P,48,Army of the Southeast,40,VO TPE,40,Rostec,40
LONGIN,BE-AP-306538,Mir Luganschine,38,Luhansk Economic Union,36,Somali Battalion,36,Kalmius Battalion,35,Concern Almaz Antey,32
AG INSURANCE,BE-TOYO-306260,First Crimean Insurance,63,Gas Industry Insurance Company SOGAZ,50,Industrial Savings Bank,46,Bank Otkritie Financial,46,CB IS Bank,45
FD LOVERS SPRL BVBA,BE-TOYO-306543,Bank of Russia,48,Sparta Battalion,46,Fedosia Oil Products Supply,43,Prizrak Battalion Ghost Brigade,40,Somali Battalion,40
ONCKELINX,BE-TOYO-306261,Donetsk Republic,48,Concern Almaz Antey,43,Luhansk Economic Union,39,Kalmius Battalion,38,IS Bank,38
